"MarkettypeID","TradingMonth","RiskPremium1","SMB1","HML1"
"P9713","2020-06","0.060548","0.000065","-0.038832"
"P9714","2020-06","0.068545","0.007267","-0.049522"
"P9715","2020-06","0.068298","0.007335","-0.048700"
"P9701","2020-06","0.047510","0.009350","-0.047268"
"P9703","2020-06","0.089344","-0.028752","-0.026271"
"P9716","2020-06","0.048267","0.009350","-0.047268"
"P9717","2020-06","0.103959","-0.016615","-0.036287"
"P9705","2020-07","0.137577","0.005878","0.025391"
"P9706","2020-07","0.123197","0.006876","-0.031395"
"P9707","2020-07","0.104597","0.064158","-0.013706"
"P9709","2020-07","0.124621","0.014625","-0.034173"
"P9710","2020-07","0.124275","0.016348","-0.036284"
"P9711","2020-07","0.023237","-0.039708","0.012671"
"P9712","2020-07","0.121265","0.005261","-0.031866"
"P9713","2020-07","0.120951","0.006942","-0.034785"
"P9714","2020-07","0.122853","0.013343","-0.034656"
"P9715","2020-07","0.122542","0.014620","-0.037292"
"P9718","2020-07","-0.000917","",""
"P9719","2020-07","0.123129","0.008008","-0.034505"
"P9720","2020-07","0.122774","0.009765","-0.035513"
"P9721","2020-07","0.124560","",""
"P9722","2020-07","0.124215","",""
"P9723","2020-07","0.121200","",""
"P9724","2020-07","0.120888","",""
"P9725","2020-07","0.122793","",""
"P9726","2020-07","0.122484","",""
"P9701","2020-07","0.113085","0.004527","-0.045182"
"P9703","2020-07","0.145340","-0.011665","0.009349"
"P9716","2020-07","0.110578","0.000551","-0.046633"
"P9717","2020-07","0.143324","-0.000533","0.009059"
"P9705","2020-08","0.010232","0.082766","0.017170"
"P9706","2020-08","0.027829","0.000428","-0.010294"
"P9707","2020-08","0.060866","-0.038672","-0.064340"
"P9709","2020-08","0.026044","0.017228","-0.012150"
"P9710","2020-08","0.026646","0.016704","-0.013489"
"P9711","2020-08","-0.128304","0.081473","0.042829"
"P9712","2020-08","0.024409","-0.001421","-0.012115"
"P9713","2020-08","0.025095","-0.001510","-0.013295"
"P9714","2020-08","0.022999","0.015510","-0.013964"
"P9715","2020-08","0.023642","0.015117","-0.015139"
"P9718","2020-08","-0.043596","",""
"P9719","2020-08","0.027795","0.000295","-0.012691"
"P9720","2020-08","0.028430","-0.000503","-0.013270"
"P9721","2020-08","0.026014","",""
"P9722","2020-08","0.026617","",""
"P9723","2020-08","0.024377","",""
"P9724","2020-08","0.025063","",""
"P9725","2020-08","0.022971","",""
"P9726","2020-08","0.023614","",""
"P9701","2020-08","0.030367","0.000188","-0.013041"
"P9703","2020-08","0.022472","0.004550","-0.001611"
"P9716","2020-08","0.025298","-0.003879","-0.016812"
"P9717","2020-08","0.019291","0.033497","-0.000972"
"P9705","2020-09","-0.049927","0.033937","0.006623"
"P9706","2020-09","-0.053650","-0.033808","0.018638"
"P9707","2020-09","-0.029055","0.008952","0.038673"
"P9709","2020-09","-0.053275","-0.022686","0.012814"
"P9710","2020-09","-0.052846","-0.021938","0.013505"
"P9711","2020-09","-0.107261","0.003841","-0.012625"
"P9712","2020-09","-0.054692","-0.032182","0.020359"
"P9713","2020-09","-0.054198","-0.030854","0.020480"
"P9714","2020-09","-0.054220","-0.021524","0.014193"
"P9715","2020-09","-0.053783","-0.020774","0.014866"
"P9718","2020-09","-0.075951","",""
"P9719","2020-09","-0.053660","-0.032676","0.017191"
"P9720","2020-09","-0.053177","-0.031302","0.017811"
"P9721","2020-09","-0.053284","",""
"P9722","2020-09","-0.052856","",""
"P9723","2020-09","-0.054701","",""
"P9724","2020-09","-0.054208","",""
"P9725","2020-09","-0.054229","",""
"P9726","2020-09","-0.053792","",""
"P9701","2020-09","-0.046092","-0.040999","0.015452"
"P9703","2020-09","-0.069650","-0.008489","0.002595"
"P9716","2020-09","-0.047827","-0.037474","0.018859"
"P9717","2020-09","-0.064547","0.003542","0.001007"
"P9705","2020-10","0.031276","0.074752","-0.004011"
"P9706","2020-10","0.008569","-0.023631","0.001798"
"P9707","2020-10","-0.009632","-0.017343","-0.021014"
"P9709","2020-10","0.010884","-0.007086","-0.007630"
"P9710","2020-10","0.010528","-0.007157","-0.011080"
"P9711","2020-10","0.079691","-0.037850","-0.001614"
"P9712","2020-10","0.009925","-0.024032","0.001163"
"P9713","2020-10","0.009555","-0.024082","-0.001444"
"P9714","2020-10","0.012064","-0.007687","-0.008364"
"P9715","2020-10","0.011694","-0.007707","-0.011763"
"P9718","2020-10","0.062258","",""
"P9719","2020-10","0.008592","-0.023688","0.001284"
"P9720","2020-10","0.008241","-0.023897","0.001183"
"P9721","2020-10","0.010904","",""
"P9722","2020-10","0.010548","",""
"P9723","2020-10","0.009947","",""
"P9724","2020-10","0.009577","",""
"P9725","2020-10","0.012084","",""
"P9726","2020-10","0.011713","",""
"P9701","2020-10","0.005120","-0.021117","0.005365"
"P9703","2020-10","0.016069","-0.016039","-0.021376"
"P9716","2020-10","0.007178","-0.021877","0.004273"
"P9717","2020-10","0.020098","0.014634","-0.029055"
"P9705","2020-11","-0.022449","-0.033266","0.000006"
"P9706","2020-11","0.053606","-0.009721","0.039292"
"P9707","2020-11","0.057224","-0.033770","0.009492"
"P9709","2020-11","0.045682","-0.027907","0.046404"
"P9710","2020-11","0.045877","-0.028440","0.046294"
"P9711","2020-11","-0.012427","0.010844","-0.025021"
"P9712","2020-11","0.052230","-0.011955","0.036472"
"P9713","2020-11","0.052322","-0.012718","0.036168"
"P9714","2020-11","0.044595","-0.029356","0.044304"
"P9715","2020-11","0.044804","-0.029712","0.044417"
"P9718","2020-11","-0.001079","",""
"P9719","2020-11","0.053580","-0.006635","0.041755"
"P9720","2020-11","0.053648","-0.007893","0.042004"
"P9721","2020-11","0.045662","",""
"P9722","2020-11","0.045857","",""
"P9723","2020-11","0.052205","",""
"P9724","2020-11","0.052297","",""
"P9725","2020-11","0.044575","",""
"P9726","2020-11","0.044785","",""
"P9701","2020-11","0.058314","-0.005613","0.046355"
"P9703","2020-11","0.043441","-0.003748","0.039361"
"P9716","2020-11","0.056177","-0.010216","0.040939"
"P9717","2020-11","0.025737","-0.029910","0.042627"
"P9705","2020-12","0.045401","-0.118498","-0.049009"
"P9706","2020-12","0.016240","-0.037575","-0.055823"
"P9707","2020-12","0.024412","-0.013284","-0.029487"
"P9709","2020-12","0.019096","-0.050490","-0.051885"
"P9710","2020-12","0.019187","-0.049504","-0.050722"
"P9711","2020-12","0.027170","-0.115617","0.065578"
"P9712","2020-12","0.016474","-0.037087","-0.055191"
"P9713","2020-12","0.016621","-0.035866","-0.054548"
"P9714","2020-12","0.019253","-0.049927","-0.051163"
"P9715","2020-12","0.019339","-0.048819","-0.049840"
"P9718","2020-12","0.046734","",""
"P9719","2020-12","0.016254","-0.040710","-0.058359"
"P9720","2020-12","0.016408","-0.040022","-0.057251"
"P9721","2020-12","0.019108","",""
"P9722","2020-12","0.019198","",""
"P9723","2020-12","0.016488","",""
"P9724","2020-12","0.016634","",""
"P9725","2020-12","0.019264","",""
"P9726","2020-12","0.019350","",""
"P9701","2020-12","0.012444","-0.043466","-0.073199"
"P9703","2020-12","0.024577","-0.037105","-0.034339"
"P9716","2020-12","0.012899","-0.041877","-0.071067"
"P9717","2020-12","0.029943","-0.062722","-0.031831"
"P9705","2021-01","-0.004677","-0.094400","-0.008134"
"P9706","2021-01","-0.000585","-0.074562","-0.008171"
"P9707","2021-01","0.018182","-0.051520","-0.000896"
"P9709","2021-01","-0.000996","-0.082290","-0.002816"
"P9710","2021-01","-0.000670","-0.081927","-0.001628"
"P9711","2021-01","-0.001970","-0.140491","0.054611"
"P9712","2021-01","-0.000616","-0.072710","-0.006088"
"P9713","2021-01","-0.000269","-0.072619","-0.006009"
"P9714","2021-01","-0.001016","-0.080690","-0.000896"
"P9715","2021-01","-0.000696","-0.080709","-0.000195"
"P9718","2021-01","0.114908","",""
"P9719","2021-01","-0.000527","-0.074617","-0.012246"
"P9720","2021-01","-0.000175","-0.073612","-0.011114"
"P9721","2021-01","-0.000944","",""
"P9722","2021-01","-0.000619","",""
"P9723","2021-01","-0.000559","",""
"P9724","2021-01","-0.000214","",""
"P9725","2021-01","-0.000965","",""
"P9726","2021-01","-0.000646","",""
"P9701","2021-01","-0.001458","-0.074425","-0.004049"
"P9703","2021-01","0.001306","-0.065292","-0.034228"
"P9716","2021-01","-0.001475","-0.071425","-0.001260"
"P9717","2021-01","-0.000257","-0.075346","-0.026836"
"P9705","2021-02","-0.039768","0.050794","0.006462"
"P9706","2021-02","0.009948","0.024010","0.037483"
"P9707","2021-02","0.005821","-0.000980","0.088380"
"P9709","2021-02","0.004966","0.022252","0.039535"
"P9710","2021-02","0.004979","0.021888","0.040471"
"P9711","2021-02","-0.030762","0.081563","0.029367"
"P9712","2021-02","0.009020","0.022510","0.036091"
"P9713","2021-02","0.008964","0.021823","0.037809"
"P9714","2021-02","0.004231","0.021145","0.038363"
"P9715","2021-02","0.004256","0.020776","0.039284"
"P9718","2021-02","-0.058947","",""
"P9719","2021-02","0.009905","0.027656","0.036857"
"P9720","2021-02","0.009832","0.026785","0.037148"
"P9721","2021-02","0.004929","",""
"P9722","2021-02","0.004944","",""
"P9723","2021-02","0.008978","",""
"P9724","2021-02","0.008923","",""
"P9725","2021-02","0.004196","",""
"P9726","2021-02","0.004222","",""
"P9701","2021-02","0.015415","0.029312","0.038954"
"P9703","2021-02","-0.001925","0.026561","0.032897"
"P9716","2021-02","0.013893","0.025953","0.036060"
"P9717","2021-02","-0.011805","0.026360","0.031335"
"P9705","2021-03","-0.042830","0.028234","0.040715"
"P9706","2021-03","-0.021814","0.062612","0.039009"
"P9707","2021-03","0.006288","0.006767","0.000993"
"P9709","2021-03","-0.023841","0.050997","0.046326"
"P9710","2021-03","-0.023352","0.049794","0.045268"
"P9711","2021-03","-0.055782","0.012086","-0.026870"
"P9712","2021-03","-0.022602","0.060335","0.036529"
"P9713","2021-03","-0.022096","0.058974","0.035344"
"P9714","2021-03","-0.024513","0.049287","0.044248"
"P9715","2021-03","-0.024023","0.048199","0.043335"
"P9718","2021-03","0.060821","",""
"P9719","2021-03","-0.021764","0.063251","0.035153"
"P9720","2021-03","-0.021261","0.061957","0.035314"
"P9721","2021-03","-0.023795","",""
"P9722","2021-03","-0.023307","",""
"P9723","2021-03","-0.022553","",""
"P9724","2021-03","-0.022048","",""
"P9725","2021-03","-0.024468","",""
"P9726","2021-03","-0.023979","",""
"P9701","2021-03","-0.016538","0.061431","0.032543"
"P9703","2021-03","-0.033536","0.066921","0.050176"
"P9716","2021-03","-0.017845","0.056945","0.027928"
"P9717","2021-03","-0.035915","0.045967","0.058652"
"P9705","2021-04","0.070864","-0.038511","-0.038697"
"P9706","2021-04","0.002685","0.010295","-0.026998"
"P9707","2021-04","0.030889","-0.059691","0.054799"
"P9709","2021-04","0.009159","0.003060","-0.029428"
"P9710","2021-04","0.009520","0.001979","-0.028472"
"P9711","2021-04","0.072297","0.008395","-0.122258"
"P9712","2021-04","0.004265","0.012423","-0.024315"
"P9713","2021-04","0.004742","0.010951","-0.023594"
"P9714","2021-04","0.010458","0.004831","-0.027012"
"P9715","2021-04","0.010791","0.003664","-0.026374"
"P9718","2021-04","0.041247","",""
"P9719","2021-04","0.002710","0.010295","-0.026998"
"P9720","2021-04","0.003227","0.008893","-0.025913"
"P9721","2021-04","0.009178","",""
"P9722","2021-04","0.009539","",""
"P9723","2021-04","0.004288","",""
"P9724","2021-04","0.004765","",""
"P9725","2021-04","0.010476","",""
"P9726","2021-04","0.010808","",""
"P9701","2021-04","-0.004818","0.012719","-0.022207"
"P9703","2021-04","0.019500","0.002535","-0.016239"
"P9716","2021-04","-0.002313","0.016126","-0.021293"
"P9717","2021-04","0.032533","-0.010314","-0.020525"
"P9705","2021-05","0.077941","0.014087","-0.023616"
"P9706","2021-05","0.044455","0.025693","-0.016323"
"P9707","2021-05","0.016355","0.008709","0.013465"
"P9709","2021-05","0.047826","0.028140","-0.022059"
"P9710","2021-05","0.047275","0.027887","-0.021681"
"P9711","2021-05","0.081362","0.027312","-0.088022"
"P9712","2021-05","0.045378","0.026955","-0.014984"
"P9713","2021-05","0.044829","0.026617","-0.014985"
"P9714","2021-05","0.048582","0.029065","-0.020916"
"P9715","2021-05","0.048031","0.028741","-0.020809"
"P9718","2021-05","0.007405","",""
"P9719","2021-05","0.044430","0.025693","-0.016323"
"P9720","2021-05","0.043886","0.025411","-0.016013"
"P9721","2021-05","0.047801","",""
"P9722","2021-05","0.047252","",""
"P9723","2021-05","0.045353","",""
"P9724","2021-05","0.044804","",""
"P9725","2021-05","0.048558","",""
"P9726","2021-05","0.048007","",""
"P9701","2021-05","0.047323","0.016192","-0.017349"
"P9703","2021-05","0.038197","0.038604","-0.006679"
"P9716","2021-05","0.048551","0.018865","-0.015521"
"P9717","2021-05","0.048634","0.037018","-0.017615"
"P9705","2021-06","0.069759","0.031856","-0.024409"
"P9706","2021-06","-0.005604","0.032527","-0.013207"
"P9707","2021-06","0.031192","-0.009158","-0.025796"
"P9709","2021-06","0.002256","0.044100","-0.023100"
"P9710","2021-06","0.002749","0.042898","-0.022955"
"P9711","2021-06","0.104368","0.020783","-0.032811"
"P9712","2021-06","-0.002691","0.035352","-0.010467"
"P9713","2021-06","-0.002065","0.034197","-0.010858"
"P9714","2021-06","0.004685","0.046065","-0.020959"
"P9715","2021-06","0.005126","0.044764","-0.021127"
"P9718","2021-06","0.167628","",""
"P9719","2021-06","-0.005487","0.032527","-0.013207"
"P9720","2021-06","-0.004791","0.031479","-0.013214"
"P9721","2021-06","0.002356","",""
"P9722","2021-06","0.002847","",""
"P9723","2021-06","-0.002580","",""
"P9724","2021-06","-0.001955","",""
"P9725","2021-06","0.004781","",""
"P9726","2021-06","0.005221","",""
"P9701","2021-06","-0.008091","0.040447","-0.005320"
"P9703","2021-06","-0.000096","0.021607","-0.018867"
"P9716","2021-06","-0.003819","0.045444","-0.001593"
"P9717","2021-06","0.018932","0.035812","-0.032363"
"P9705","2021-07","0.014714","0.021513","0.001814"
"P9706","2021-07","-0.052297","0.032828","-0.003680"
"P9707","2021-07","-0.004031","0.005081","0.042484"
"P9709","2021-07","-0.044468","0.046865","-0.026549"
"P9710","2021-07","-0.043790","0.045801","-0.025640"
"P9711","2021-07","0.010527","-0.031502","0.128399"
"P9712","2021-07","-0.050373","0.035351","0.000326"
"P9713","2021-07","-0.049521","0.034767","0.001375"
"P9714","2021-07","-0.042976","0.048376","-0.022312"
"P9715","2021-07","-0.042340","0.047414","-0.021001"
"P9718","2021-07","0.073295","-0.049520","-0.041787"
"P9719","2021-07","-0.052196","0.033175","-0.003146"
"P9720","2021-07","-0.051284","0.032479","-0.002875"
"P9721","2021-07","-0.044385","0.046336","-0.025167"
"P9722","2021-07","-0.043708","0.045253","-0.024555"
"P9723","2021-07","-0.050277","0.035633","0.001622"
"P9724","2021-07","-0.049427","0.034987","0.000919"
"P9725","2021-07","-0.042896","0.047889","-0.020319"
"P9726","2021-07","-0.042261","0.046802","-0.020513"
"P9701","2021-07","-0.055527","0.033880","-0.016820"
"P9703","2021-07","-0.045216","0.024275","0.021175"
"P9716","2021-07","-0.052622","0.040298","-0.007507"
"P9717","2021-07","-0.027423","0.041434","-0.024217"
"P9705","2021-08","-0.033652","0.042555","0.074081"
"P9706","2021-08","0.049970","0.031370","0.051155"
"P9707","2021-08","0.011986","-0.004545","0.060707"
"P9709","2021-08","0.039472","0.026321","0.062321"
"P9710","2021-08","0.039022","0.026418","0.061424"
"P9711","2021-08","-0.069155","0.043018","0.133097"
"P9712","2021-08","0.045593","0.028831","0.051656"
"P9713","2021-08","0.044988","0.028723","0.051432"
"P9714","2021-08","0.035965","0.024832","0.062007"
"P9715","2021-08","0.035585","0.025129","0.061628"
"P9718","2021-08","0.014867","-0.034055","0.038897"
"P9719","2021-08","0.049935","0.032987","0.050431"
"P9720","2021-08","0.049227","0.031753","0.049977"
"P9721","2021-08","0.039450","0.027592","0.061899"
"P9722","2021-08","0.039001","0.027116","0.061611"
"P9723","2021-08","0.045564","0.030086","0.051216"
"P9724","2021-08","0.044960","0.029412","0.050621"
"P9725","2021-08","0.035948","0.025848","0.061831"
"P9726","2021-08","0.035568","0.025697","0.061473"
"P9701","2021-08","0.049229","0.029606","0.057882"
"P9703","2021-08","0.051568","0.024262","0.044916"
"P9716","2021-08","0.042969","0.023873","0.060065"
"P9717","2021-08","0.024995","0.019697","0.068071"
"P9705","2021-09","-0.013859","-0.018422","-0.009857"
"P9706","2021-09","0.003697","-0.023809","0.014906"
"P9707","2021-09","-0.018203","0.029962","0.018013"
"P9709","2021-09","0.001637","-0.030598","0.022195"
"P9710","2021-09","0.001301","-0.028227","0.023093"
"P9711","2021-09","-0.065805","-0.010459","-0.082617"
"P9712","2021-09","0.001254","-0.029143","0.010615"
"P9713","2021-09","0.000894","-0.026599","0.011239"
"P9714","2021-09","-0.000464","-0.034603","0.017844"
"P9715","2021-09","-0.000756","-0.032279","0.018728"
"P9718","2021-09","0.389865","0.133102","0.041340"
"P9719","2021-09","0.004118","-0.022726","0.016770"
"P9720","2021-09","0.003690","-0.021736","0.017010"
"P9721","2021-09","0.002011","-0.029685","0.023601"
"P9722","2021-09","0.001668","-0.028637","0.023186"
"P9723","2021-09","0.001662","-0.028331","0.011977"
"P9724","2021-09","0.001295","-0.027507","0.012662"
"P9725","2021-09","-0.000100","-0.033940","0.018831"
"P9726","2021-09","-0.000398","-0.033016","0.018714"
"P9701","2021-09","0.012267","-0.020507","0.013387"
"P9703","2021-09","-0.014662","-0.023725","0.008412"
"P9716","2021-09","0.008307","-0.032006","0.003428"
"P9717","2021-09","-0.014426","-0.030660","0.011410"
"P9705","2021-10","0.022003","-0.014016","-0.048201"
"P9706","2021-10","-0.005698","-0.022067","-0.057225"
"P9707","2021-10","-0.010967","0.003928","-0.044431"
"P9709","2021-10","-0.002467","-0.021190","-0.053117"
"P9710","2021-10","-0.002606","-0.020802","-0.052945"
"P9711","2021-10","0.011243","-0.046233","0.043999"
"P9712","2021-10","-0.005125","-0.020397","-0.054563"
"P9713","2021-10","-0.005229","-0.020000","-0.054670"
"P9714","2021-10","-0.002056","-0.020044","-0.051064"
"P9715","2021-10","-0.002197","-0.019725","-0.051005"
"P9718","2021-10","-0.062801","-0.061222","-0.075061"
"P9719","2021-10","-0.005782","-0.021516","-0.057374"
"P9720","2021-10","-0.005877","-0.021257","-0.057087"
"P9721","2021-10","-0.002546","-0.020835","-0.053388"
"P9722","2021-10","-0.002683","-0.020802","-0.053832"
"P9723","2021-10","-0.005207","-0.020164","-0.054734"
"P9724","2021-10","-0.005310","-0.019666","-0.054540"
"P9725","2021-10","-0.002133","-0.019919","-0.051347"
"P9726","2021-10","-0.002273","-0.019655","-0.051791"
"P9701","2021-10","-0.006865","-0.022874","-0.058012"
"P9703","2021-10","-0.003139","-0.009041","-0.068827"
"P9716","2021-10","-0.005987","-0.020562","-0.053631"
"P9717","2021-10","0.004317","-0.009208","-0.066047"
"P9705","2021-11","0.078137","0.046948","0.049471"
"P9706","2021-11","0.005581","0.101280","-0.034660"
"P9707","2021-11","0.020017","-0.028040","-0.021839"
"P9709","2021-11","0.014603","0.111156","-0.045904"
"P9710","2021-11","0.014689","0.108621","-0.047553"
"P9711","2021-11","0.087312","0.071816","0.108594"
"P9712","2021-11","0.008474","0.108757","-0.031348"
"P9713","2021-11","0.008676","0.105643","-0.032518"
"P9714","2021-11","0.016867","0.116500","-0.042297"
"P9715","2021-11","0.016915","0.114011","-0.043861"
"P9718","2021-11","0.058207","0.140516","-0.127538"
"P9719","2021-11","0.005658","0.102208","-0.033009"
"P9720","2021-11","0.005919","0.099336","-0.034440"
"P9721","2021-11","0.014659","0.111752","-0.045157"
"P9722","2021-11","0.014744","0.109193","-0.046461"
"P9723","2021-11","0.008544","0.109829","-0.029508"
"P9724","2021-11","0.008745","0.107062","-0.031187"
"P9725","2021-11","0.016918","0.117262","-0.041359"
"P9726","2021-11","0.016966","0.114794","-0.042761"
"P9701","2021-11","-0.006652","0.103336","-0.038993"
"P9703","2021-11","0.032311","0.084100","-0.013565"
"P9716","2021-11","-0.001881","0.116972","-0.031598"
"P9717","2021-11","0.046584","0.098827","-0.033356"
"P9705","2021-12","-0.038588","0.002359","0.043732"
"P9706","2021-12","0.025982","0.028849","0.027046"
"P9707","2021-12","0.009286","0.038705","0.008316"
"P9709","2021-12","0.017492","0.020003","0.036414"
"P9710","2021-12","0.017365","0.020649","0.036125"
"P9711","2021-12","-0.038177","0.002471","0.006890"
"P9712","2021-12","0.023336","0.024721","0.022557"
"P9713","2021-12","0.023096","0.025250","0.022209"
"P9714","2021-12","0.015487","0.017052","0.032333"
"P9715","2021-12","0.015394","0.017746","0.032197"
"P9718","2021-12","-0.011838","0.329424","-0.200020"
"P9719","2021-12","0.025925","0.028891","0.027084"
"P9720","2021-12","0.025629","0.030458","0.023416"
"P9721","2021-12","0.017453","0.020414","0.036610"
"P9722","2021-12","0.017327","0.021827","0.034380"
"P9723","2021-12","0.023285","0.024475","0.022506"
"P9724","2021-12","0.023046","0.026177","0.019301"
"P9725","2021-12","0.015452","0.017209","0.032482"
"P9726","2021-12","0.015360","0.018700","0.030477"
"P9701","2021-12","0.025423","0.025475","0.026269"
"P9703","2021-12","0.027161","0.030218","0.025704"
"P9716","2021-12","0.021629","0.017126","0.019108"
"P9717","2021-12","0.006129","0.017424","0.043984"
"P9705","2022-01","-0.125176","0.027518","-0.000645"
"P9706","2022-01","-0.074932","-0.005326","0.062116"
"P9707","2022-01","-0.025011","-0.012787","0.016984"
"P9709","2022-01","-0.081073","-0.011314","0.064428"
"P9710","2022-01","-0.080214","-0.011598","0.064384"
"P9711","2022-01","-0.135804","0.066165","-0.042534"
"P9712","2022-01","-0.077308","-0.008778","0.058787"
"P9713","2022-01","-0.076431","-0.009020","0.058448"
"P9714","2022-01","-0.082957","-0.013643","0.061617"
"P9715","2022-01","-0.082099","-0.013932","0.061485"
"P9718","2022-01","-0.119088","0.157715","-0.042742"
"P9719","2022-01","-0.074994","-0.004695","0.062120"
"P9720","2022-01","-0.074124","-0.005689","0.062402"
"P9721","2022-01","-0.081120","-0.010401","0.064446"
"P9722","2022-01","-0.080261","-0.010997","0.064515"
"P9723","2022-01","-0.077364","-0.008271","0.058393"
"P9724","2022-01","-0.076488","-0.009367","0.058981"
"P9725","2022-01","-0.082999","-0.012893","0.061299"
"P9726","2022-01","-0.082142","-0.013590","0.061544"
"P9701","2022-01","-0.064766","-0.011752","0.073812"
"P9703","2022-01","-0.096739","0.014000","0.026127"
"P9716","2022-01","-0.068758","-0.019729","0.065418"
"P9717","2022-01","-0.105399","0.004711","0.035633"
"P9705","2022-02","0.013119","0.032359","0.012308"
"P9706","2022-02","0.028591","0.030299","0.005423"
"P9707","2022-02","-0.011596","0.020140","0.029190"
"P9709","2022-02","0.026775","0.029709","0.005939"
"P9710","2022-02","0.026181","0.029153","0.005201"
"P9711","2022-02","0.025705","-0.018964","0.025690"
"P9712","2022-02","0.028484","0.026651","0.002762"
"P9713","2022-02","0.027808","0.026032","0.002378"
"P9714","2022-02","0.026740","0.026849","0.003433"
"P9715","2022-02","0.026165","0.026480","0.003093"
"P9718","2022-02","-0.093470","-0.076470","0.139900"
"P9719","2022-02","0.028419","0.028854","0.003096"
"P9720","2022-02","0.027719","0.028210","0.003373"
"P9721","2022-02","0.026626","0.028710","0.004156"
"P9722","2022-02","0.026034","0.028464","0.004036"
"P9723","2022-02","0.028319","0.025326","0.000764"
"P9724","2022-02","0.027646","0.024734","0.001397"
"P9725","2022-02","0.026595","0.025920","0.001894"
"P9726","2022-02","0.026024","0.025699","0.002034"
"P9701","2022-02","0.029220","0.027854","0.011884"
"P9703","2022-02","0.027199","0.027707","0.001302"
"P9716","2022-02","0.029035","0.021428","0.006760"
"P9717","2022-02","0.022986","0.028763","0.001374"
"P9705","2022-03","-0.080475","0.030689","-0.008778"
"P9706","2022-03","-0.059046","0.051633","0.081402"
"P9707","2022-03","-0.036919","0.021572","0.032185"
"P9709","2022-03","-0.061543","0.036420","0.080095"
"P9710","2022-03","-0.061172","0.035684","0.079097"
"P9711","2022-03","-0.111650","0.068065","-0.075210"
"P9712","2022-03","-0.061010","0.042386","0.073883"
"P9713","2022-03","-0.060615","0.041693","0.073256"
"P9714","2022-03","-0.063202","0.029811","0.073564"
"P9715","2022-03","-0.062819","0.029373","0.073193"
"P9718","2022-03","-0.102775","-0.006085","0.042979"
"P9719","2022-03","-0.059132","0.051325","0.076113"
"P9720","2022-03","-0.058755","0.050026","0.075557"
"P9721","2022-03","-0.061614","0.036635","0.076042"
"P9722","2022-03","-0.061243","0.035850","0.075702"
"P9723","2022-03","-0.061088","0.042251","0.069176"
"P9724","2022-03","-0.060693","0.040901","0.069000"
"P9725","2022-03","-0.063268","0.030155","0.069958"
"P9726","2022-03","-0.062885","0.029262","0.069777"
"P9701","2022-03","-0.045032","0.039001","0.080522"
"P9703","2022-03","-0.090075","0.077901","0.069968"
"P9716","2022-03","-0.048581","0.023177","0.066704"
"P9717","2022-03","-0.087218","0.049920","0.061712"
"P9705","2022-04","-0.155303","-0.037818","0.003984"
"P9706","2022-04","-0.061791","-0.102602","0.021579"
"P9707","2022-04","0.009745","-0.077299","0.019175"
"P9709","2022-04","-0.072421","-0.103820","0.036024"
"P9710","2022-04","-0.071197","-0.103989","0.036835"
"P9711","2022-04","-0.148073","0.032676","-0.089713"
"P9712","2022-04","-0.064883","-0.103341","0.020890"
"P9713","2022-04","-0.063675","-0.103297","0.021907"
"P9714","2022-04","-0.074833","-0.104295","0.034809"
"P9715","2022-04","-0.073613","-0.104509","0.035609"
"P9718","2022-04","-0.168669","-0.098210","0.104220"
"P9719","2022-04","-0.061990","-0.103013","0.020231"
"P9720","2022-04","-0.060789","-0.102860","0.021526"
"P9721","2022-04","-0.072580","-0.104330","0.035024"
"P9722","2022-04","-0.071356","-0.104369","0.036272"
"P9723","2022-04","-0.065069","-0.103825","0.019701"
"P9724","2022-04","-0.063861","-0.103787","0.020902"
"P9725","2022-04","-0.074983","-0.104861","0.033935"
"P9726","2022-04","-0.073763","-0.104990","0.035039"
"P9701","2022-04","-0.051266","-0.090280","0.018245"
"P9703","2022-04","-0.086766","-0.094517","-0.005000"
"P9716","2022-04","-0.056123","-0.094209","0.015003"
"P9717","2022-04","-0.107461","-0.086706","0.016597"
"P9718","2022-05","0.110182","-0.090764","-0.048277"
"P9719","2022-05","0.046212","0.086311","-0.042334"
"P9720","2022-05","0.046074","0.084125","-0.041601"
"P9721","2022-05","0.047861","0.078923","-0.036434"
"P9722","2022-05","0.047712","0.077487","-0.036460"
"P9723","2022-05","0.047874","0.085080","-0.042800"
"P9724","2022-05","0.047713","0.083140","-0.042297"
"P9725","2022-05","0.049307","0.078141","-0.036853"
"P9726","2022-05","0.049140","0.076856","-0.036970"
"P9705","2022-05","0.062085","0.033947","0.013571"
"P9706","2022-05","0.046106","0.087040","-0.043251"
"P9707","2022-05","0.038011","0.000914","-0.002555"
"P9709","2022-05","0.047768","0.079269","-0.036805"
"P9710","2022-05","0.047620","0.077772","-0.036719"
"P9711","2022-05","0.096503","-0.039742","0.081228"
"P9712","2022-05","0.047774","0.085732","-0.043829"
"P9713","2022-05","0.047614","0.083629","-0.042944"
"P9714","2022-05","0.049218","0.078411","-0.037346"
"P9715","2022-05","0.049053","0.077065","-0.036957"
"P9701","2022-05","0.037102","0.088567","-0.051406"
"P9703","2022-05","0.068339","0.077401","-0.032193"
"P9716","2022-05","0.039828","0.087160","-0.050131"
"P9717","2022-05","0.066543","0.065401","-0.023102"
"P9705","2022-06","0.145047","-0.053552","-0.008648"
"P9706","2022-06","0.069846","-0.024698","-0.063996"
"P9707","2022-06","0.064227","-0.043694","0.000875"
